"統一編號","公司名稱","公司地址","實收資本額","核准設立日期","營業地址（財政資訊中心匯入）","行業代號（財政資訊中心匯入）","財政資訊中心匯入日期","股票代號（金融監督管理委員會匯入）","產業別（金融監督管理委員會匯入）","金融監督管理委員會匯入日期","商標資料（智慧財產局匯入）","智慧財產局匯入日期"
"24884728","台灣三隆國際旅遊用品開發有限公司","花蓮縣花蓮市民族里中山路112號","0","1040407","花蓮縣花蓮市民族里００７鄰中山路１１２號","456999,456799,454999,","02-AUG-20","","","","",""
"24888837","烏尼囊工作坊有限公司","臺東縣延平鄉永康村泰平路82號","null","1040417","臺東縣延平鄉永康村泰平路８２號","454111,454112,454811,454700","02-AUG-20","","","","",""
"24890806","天城生物科技股份有限公司","花蓮縣吉安鄉永興村全民街8號2樓","1000000","1040423","花蓮縣吉安鄉永興村全民街８號２樓","472933,454920,760912,","02-AUG-20","","","","天城豐禾,","2019-11-22"
"24890968","米糰創意股份有限公司","花蓮縣花蓮市民族里中華路23號1樓","1000000","1040423","花蓮縣花蓮市民族里中華路２３號１樓","472921,472914,472999,","02-AUG-20","","","","",""
"24892136","焱隆石材股份有限公司","花蓮縣吉安鄉仁和村25鄰南海八街203號","3000000","1040427","花蓮縣吉安鄉仁和村２５鄰南海八街２０３號","461311,254200,,","02-AUG-20","","","","",""
"24970955","綠色冀泉股份有限公司","臺東縣臺東市民生里中正路361號1樓","800000","1040526","臺東縣臺東市民生里中正路３６１號","454811,472915,,","02-AUG-20","","","","G GREEN HOPE SPRING,","2019-11-22"
"25018941","頂興食品事業有限公司","花蓮縣花蓮市主工里民國路67號1樓","0","0980824","花蓮縣花蓮市主工里１２鄰民國路６７號１樓","472922,454999,472999,","02-AUG-20","","","","",""
"25023395","富達生物科技有限公司","臺東縣臺東市永樂里山西路一段230號1樓","null","0980831","臺東縣臺東市永樂里山西路１段２３０號１樓","771100,454999,472999,013013","02-AUG-20","","","","",""
"25026800","昱信工程有限公司","花蓮縣吉安鄉仁安村南海一街127號1樓","null","0980907","花蓮縣吉安鄉仁安村００２鄰南海一街１２７號１樓","429099,421000,410099,431019","02-AUG-20","","","","",""
"25041653","承郁木業股份有限公司","臺東縣卑南鄉美農村煙草間路1之3號 ","10000000","0981001","臺東縣卑南鄉美農村煙草間路１－３號","020013,020011,140199,140200","02-AUG-20","","","","",""
"25061664","青圭玉園區股份有限公司","花蓮縣花蓮市民國路139號3樓之7","29000000","0981102","花蓮縣花蓮市國威里００５鄰民國路１３９號３樓之７","234011,234099,339199,461311","02-AUG-20","","","","",""
"25075082","品品設計股份有限公司","花蓮縣花蓮市國裕里富裕二街3號1樓","500000","0981125","花蓮縣花蓮市國裕里富裕二街３號１樓","740999,,,","02-AUG-20","","","","",""
"25080233","立大建機有限公司","臺東縣臺東市自強里臨潼街21號1樓","null","0981202","臺東縣臺東市自強里臨潼街２１號","241311,302012,252100,254399","02-AUG-20","","","","",""
"25142505","台灣綠建科技股份有限公司","花蓮縣吉安鄉南濱路一段528號","100000000","0990630","花蓮縣吉安鄉光華村００３鄰南濱路一段５２８號","439099,639099,,","02-AUG-20","","","","",""
"25163395","東藻生技股份有限公司","花蓮縣花蓮市民孝里華東15號","69700000","0990128","花蓮縣花蓮市民孝里０３１鄰華東１５號","472311,089919,089699,472921","02-AUG-20","","","","海葡萄,EAST GREEN,東藻,藻聖,","2019-11-22"
"25164134","優寶石材有限公司","花蓮縣花蓮市國裕里21鄰富陽路58號1樓","0","0990201","花蓮縣花蓮市國裕里２１鄰富陽路５８號１樓","461311,,,","02-AUG-20","","","","",""
"25171682","紳赫機械工程有限公司","花蓮縣吉安鄉南昌村文化一街7巷1弄29號1樓","null","0990222","花蓮縣吉安鄉南昌村０１９鄰文化一街７巷１弄２９號１樓","252100,434012,461599,","02-AUG-20","","","","",""
"25171851","東靚規劃設計有限公司","花蓮縣吉安鄉北昌村中央路三段554號1樓","null","0990222","花蓮縣吉安鄉北昌村３２鄰中央路３段５５４號１樓","740999,711112,903015,","02-AUG-20","","","","",""
"25176954","東楓創意行銷有限公司","花蓮縣花蓮市國風里11鄰林政街51號1樓","null","0990309","花蓮縣花蓮市國風里１１鄰林政街５１號１樓","160100,639099,731099,","02-AUG-20","","","","",""
"25196620","海沃事業股份有限公司","花蓮縣鳳林鎮大榮里大忠路21號","2000000","0990415","花蓮縣鳳林鎮大榮里００５鄰大忠路２１號","472932,456199,474199,","02-AUG-20","","","","",""
"27280291","欣達鴻股份有限公司","花蓮縣花蓮市美工七街32號","13000000","0930430","花蓮縣花蓮市民心里３鄰美工七街３２號","461311,232999,234011,474511","02-AUG-20","","","","",""
