"統一編號","公司名稱","公司地址","實收資本額","核准設立日期","營業地址（財政資訊中心匯入）","行業代號（財政資訊中心匯入）","財政資訊中心匯入日期","股票代號（金融監督管理委員會匯入）","產業別（金融監督管理委員會匯入）","金融監督管理委員會匯入日期","商標資料（智慧財產局匯入）","智慧財產局匯入日期"
"42946991","全家資訊有限公司","新竹市香山區港南里延平路二段1251號1樓","0","1070319","新竹市香山區港南里延平路二段１２５１號１樓","464913,,,","02-AUG-20","","","","",""
"42947020","達擴國際有限公司","基隆市仁愛區孝二路86之8號","0","1070319","基隆市仁愛區新店里孝二路８６─８號","456512,457214,,","02-AUG-20","","","","",""
"42947041","越世能鋼鐵有限公司","苗栗縣頭份市山下里山下15之7號1樓","0","1070319","苗栗縣頭份市山下里００３鄰山下１５─７號１樓","254911,252100,252299,","02-AUG-20","","","","",""
"42947181","宏達飛有限公司","苗栗縣竹南鎮山佳里正義街97號一樓","0","1070320","苗栗縣竹南鎮山佳里０１３鄰正義街９７號一樓","284299,,,","02-AUG-20","","","","",""
"42947204","馨天地國際股份有限公司","新竹縣竹北市福興一路126號10樓","100000000","1070320","新竹縣竹北市福興一路１２６號１０樓","869917,,,","02-AUG-20","","","","",""
"42947231","安捷鋼業有限公司","新竹縣新豐鄉員山村忠信街176巷2弄45號1樓","0","1070320","新竹縣新豐鄉員山村忠信街１７６巷２弄４５號１樓","254999,434013,,","02-AUG-20","","","","",""
"42947350","包起來有限公司","苗栗縣竹南鎮正南里延平路1號","0","1070320","苗栗縣竹南鎮正南里０２５鄰延平路１號","820914,,,","02-AUG-20","","","","",""
"42947437","竹薪實業股份有限公司","新竹縣竹北市中山路112巷26弄19號1樓","10000000","1070321","新竹縣竹北市中山路１１２巷２６弄１９號１樓","292999,269999,,","02-AUG-20","","","","",""
"42947479","希映科技股份有限公司","新竹市東區力行ㄧ路1號1樓之A12-1","3010000","1070321","新竹市東　區科園里力行一路１號１樓Ａ１２－１","269999,,,","02-AUG-20","","","","",""
"42947507","雲漢國際有限公司","新竹縣芎林鄉上山村7鄰三民路43巷3弄7號","0","1070321","新竹縣芎林鄉上山村００７鄰三民路４３巷３弄７號","760999,160311,483300,","02-AUG-20","","","","",""
