"統一編號","公司名稱","公司地址","實收資本額","核准設立日期","營業地址（財政資訊中心匯入）","行業代號（財政資訊中心匯入）","財政資訊中心匯入日期","股票代號（金融監督管理委員會匯入）","產業別（金融監督管理委員會匯入）","金融監督管理委員會匯入日期","商標資料（智慧財產局匯入）","智慧財產局匯入日期"
"70700759","台灣狀元茶具有限公司","嘉義市東區彌陀路70巷40弄90號1樓","0","0890131","嘉義市東　區鹿寮里彌陀路７０巷４０弄９０號１樓","454811,474999,472999,","02-AUG-20","","","","",""
"70705282","迎裕食品股份有限公司","屏東縣南州鄉溪洲村新興路30號","1000000","0890210","屏東縣南州鄉溪州村１８鄰新興路３０號","454400,454111,,","02-AUG-20","","","","迎裕,","2019-11-22"
"70706091","尚毅程實業有限公司","嘉義縣民雄鄉牛斗山171之3號","null","0890214","嘉義縣民雄鄉山中村０１５鄰牛斗山１７１─３號","089799,454400,454112,453212","02-AUG-20","","","","",""
"70706888","金和信股份有限公司","嘉義縣太保市嘉太工業區光復路24號","61000000","0890216","嘉義縣太保市過溝里１５鄰嘉太工業區光復路２４號","251211,458312,,","02-AUG-20","","","","",""
"70709344","合紹企業有限公司","屏東縣屏東市大湖路260-1號","0","0890221","屏東縣屏東市大湖里大湖路２６０－１號","292500,464318,,","02-AUG-20","","","","",""
"70710406","塑茂碳纖有限公司","屏東縣林邊鄉竹林村13鄰中興路6-6號","null","0890222","屏東縣林邊鄉竹林村１３鄰中興路６－６號","458299,456511,455215,455911","02-AUG-20","","","","",""
"70712657","億年國際事業有限公司","嘉義縣民雄鄉東榮村文化路30-16號1樓","0","0890225","嘉義縣民雄鄉東榮村０２４鄰文化路３０─１６號１樓","220212,456999,,","02-AUG-20","","","","",""
"70712782","鍱龍企業有限公司","嘉義縣民雄鄉金興村惠安街71巷3號","0","0890229","嘉義縣民雄鄉金興村１５鄰惠安街７１巷３號","321100,456211,474211,456113","02-AUG-20","","","","",""
"70714698","瑞荃汽車車體有限公司","屏東縣屏東市清溪里和生路三段1000號","0","0890302","屏東縣屏東市清溪里和生路三段１０００號","302012,951199,,","02-AUG-20","","","","",""
"70717246","金龍冠食品股份有限公司","嘉義縣民雄鄉北斗村中正路30號","60070000","0890306","嘉義縣民雄鄉北斗村２６鄰中正路３０號","081216,089499,089111,089799","02-AUG-20","","","","金哈慕尼,SANKO FOODS,上口美食一吃上口,KING HARMONY,上口美食,","2019-11-22"
"70718836","上玄橡膠股份有限公司","嘉義縣民雄鄉豐收村好收18號","6000000","0890308","嘉義縣民雄鄉豐收村２鄰好收１８號","455111,461915,,","02-AUG-20","","","","",""
"70723606","金股企業股份有限公司","嘉義縣大林鎮三角里下林頭7-1號","5000000","0890316","嘉義縣大林鎮三角里９鄰下林頭７－１號","474211,481014,,","02-AUG-20","","","","FASHION CHICKENS,新潮雞,","2019-11-22"
"70727336","信榮香業有限公司","嘉義縣番路鄉下玩村菜公店107-9號","null","0890322","嘉義縣番路鄉下坑村菜公店１０７─９號","199099,485212,469912,","02-AUG-20","","","","",""
"70731520","翰陽開發股份有限公司","嘉義縣民雄鄉北斗村中華路92號","170000000","0890328","嘉義縣民雄鄉北斗村２６鄰中華路９２號","331199,458299,461515,","02-AUG-20","","","","FITEK,","2019-11-22"
"70733983","東大興食品有限公司","屏東縣東港鎮船頭里船頭路26-7號","0","0890331","屏東縣東港鎮船頭里船頭路２６－７號１樓","454400,,,","02-AUG-20","","","","",""
"70734998","晟勝工業有限公司","嘉義縣民雄鄉北斗村北勢子63之8號","0","0890405","嘉義縣民雄鄉北斗村６鄰北勢子６３－８號","241212,464312,464999,241213","02-AUG-20","","","","",""
"70735455","景銘開發有限公司","嘉義縣六腳鄉雙涵村53之16號","0","0890405","嘉義縣六腳鄉雙涵村００８鄰５３─１６號","254411,254911,461516,","02-AUG-20","","","","",""
"70742499","亞美果企業股份有限公司","屏東縣屏東市瑞光里和生路1段300號","10000000","0881207","屏東縣屏東市瑞光里和生路１段３００號","457299,193099,461516,461913","02-AUG-20","","","","",""
"70743357","統百食品股份有限公司","嘉義市東區後湖里保康路2號","18000000","0881208","嘉義市東　區後湖里保康路２號１樓","454914,454999,089199,454611","02-AUG-20","","","","統百,ENEGETIC FAMILY,活力米香,米,米菓捲心餅,MARKINS,RICE ROLL,光棍棒,活力米香捲,活力家族,POPRICE,POPORICE ROLL,","2019-11-22"
"70744139","台灣第一生化科技股份有限公司","嘉義縣民雄鄉工業二路12之1號","1326510000","0881209","嘉義縣民雄鄉興南村３鄰工業二路１２－１號","089699,092099,454512,454913","02-AUG-20","","","","威賜能,E-FRIEND,京城得生堂,REBEAUTY,健康益多,敏益利康,HEALTH KING,茶力素,健康有理,嘉紛娜,CONTAK,HAPPY,利愛譜,黑狗標,鈣醋味,五彩能量,網路族,IMMUNICOM,REUP,TEALAX,康得,活力安,CONTAX,世代,BLACKDOG,康達,網客,保健室,BLACK DOG,CEST LAVENA,TBI,黑狗,健康鮮沛,CAFE CEST LAVENA,FRESCAFINA FINEST,POA,柔賜能,油裏王,京城天壽堂,健康大亨,E,利美的,安達,OK,ETO,富力安,健康補給站,健康意識,E-PAL,REYOUTH,ITO,安達康,NETWORKER,果之肌,IQE,ITOOIL,O GABI,","2019-11-22"
